MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,CO2 EMISSIONS ,CO2,,,
YEAR,,,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),RATING,,,
2016,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,14.9,10.1,12.8,22,300,4,,,
2016,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235,5,,,
2016,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.6,14.2,20,236,5,,,
2016,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,441,1,,,
2016,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,23.0,16.0,19.8,14,465,1,,,
2016,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.6,7.5,9.2,31,215,6,,,
2016,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.5,8.2,10.6,27,248,5,,,
2016,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17.0,11.5,14.5,19,239,5,,,
2016,CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,X,13.9,9.3,11.9,24,272,4,,,
2016,CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,N,15.2,9.5,12.7,22,213,6,,,
2016,CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.7,6.3,7.6,37,179,7,,,
2016,CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS8,Z,10.6,7.1,9.0,31,211,6,,,
2016,CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,AS6,X,10.0,7.0,8.6,33,202,6,,,
2016,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,5.0,5.1,5.1,55,122,9,,,
2016,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,,,
2016,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,328,3,,,
2016,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,10.0,11.9,24,280,4,,,
2016,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284,4,,,
2016,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,,,
2016,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.0,17.2,16,286,4,,,
2016,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,4,,,
2016,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,332,3,,,
2016,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296,4,,,
2016,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301,4,,,
2016,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,306,4,,,
2016,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14.4,17.8,16,295,4,,,
2016,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304,4,,,
2016,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,9.0,6.8,8.0,35,188,7,,,
2016,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38,175,8,,,
2016,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,195,7,,,
2016,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.0,6.8,8.0,35,187,7,,,
2016,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.5,7.1,8.4,34,195,7,,,
2016,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.9,7.0,8.0,35,189,7,,,
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,9.0,6.8,8.0,35,188,7,,,
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.5,6.2,7.5,38,175,8,,,
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,6.7,8.3,34,195,7,,,
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.0,6.8,8.0,35,187,7,,,
2016,CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,AS6,X,9.5,7.1,8.4,34,195,7,,,
2016,CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,M6,X,8.9,7.0,8.0,35,189,7,,,
2016,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.6,5.7,6.7,42,157,8,,,
2016,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,7.8,5.8,6.9,41,162,8,,,
2016,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,,,
2016,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,,,
2016,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,,,
2016,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,317,3,,,
2016,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,,,
2016,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,,,
2016,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,,,
2016,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18.0,16,300,4,,,
2016,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315,4,,,
2016,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323,3,,,
2016,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7.0,8.2,34,193,7,,,
2016,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.9,8.1,35,190,7,,,
2016,CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.7,7.6,8.7,32,205,6,,,
2016,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,198,7,,,
2016,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,E,13.6,8.5,11.3,25,186,7,,,
2016,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.5,10.2,28,239,5,,,
2016,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,E,16.5,10.1,13.6,21,225,6,,,
2016,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,250,5,,,
2016,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,16.9,10.8,14.1,20,232,5,,,
2016,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,,,
2016,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,,,
2016,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229,5,,,
2016,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289,4,,,
2016,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,,,
2016,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,,,
2016,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,243,5,,,
2016,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,14.1,9.5,12.0,24,282,4,,,
2016,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,279,4,,,
2016,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,,,
2016,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10.0,13.1,22,307,4,,,
2016,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326,3,,,
2016,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289,4,,,
2016,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302,4,,,
2016,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326,3,,,
2016,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302,4,,,
2016,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,3,,,
2016,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,353,3,,,
2016,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,271,4,,,
2016,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,,,
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,271,4,,,
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.7,12.4,15.9,18,264,5,,,
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,,,
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229,5,,,
2016,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.7,9.6,12.9,22,302,4,,,
2016,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289,4,,,
2016,DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302,4,,,
2016,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,,,
2016,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,,,
2016,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,243,5,,,
2016,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,313,4,,,
2016,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302,4,,,
2016,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,3,,,
2016,DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35,189,7,,,
2016,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,202,6,,,
2016,DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32,205,6,,,
2016,DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,201,6,,,
2016,DODGE,DART FFV,MID-SIZE,2.0,4,A6,E,13.3,9.3,11.5,25,187,7,,,
2016,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,31,215,6,,,
2016,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,10.2,7.0,8.8,32,207,6,,,
2016,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,171,8,,,
2016,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,39,171,8,,,
2016,DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.8,9.5,11.3,25,265,5,,,
2016,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,16.7,10.7,14.0,20,329,3,,,
2016,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,4,,,
2016,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.4,17,269,5,,,
2016,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25,260,5,,,
2016,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23,283,4,,,
2016,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,270,5,,,
2016,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,292,4,,,
2016,DODGE,VIPER SRT,TWO-SEATER,8.4,10,M6,Z,19.2,11.3,15.6,18,364,2,,,
2016,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,183,7,,,
2016,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2,39,168,8,,,
2016,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,183,7,,,
2016,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,42,160,8,,,
2016,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200,7,,,
2016,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183,7,,,
2016,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200,7,,,
2016,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183,7,,,
2016,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200,7,,,
2016,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183,7,,,
2016,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,9.4,30,218,6,,,
2016,FIAT,500L,STATION WAGON - SMALL,1.4,4,AM6,X,9.9,7.2,8.7,32,203,6,,,
2016,FIAT,500L,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.1,8.3,34,194,7,,,
2016,FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,6.9,8.3,34,194,7,,,
2016,FIAT,500X,SUV - SMALL,2.4,4,A9,X,10.6,7.6,9.3,30,217,6,,,
2016,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11.0,7.9,9.6,29,224,6,,,
2016,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,5.6,6.4,6.0,47,140,9,,,
2016,FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,7.8,9.8,29,231,5,,,
2016,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,7.9,9.8,29,228,5,,,
2016,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.4,9.0,11.4,25,268,5,,,
2016,FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,X,11.8,8.4,10.3,27,240,5,,,
2016,FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.6,9.8,11.9,24,278,4,,,
2016,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.7,9.6,11.8,24,278,4,,,
2016,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.1,7.4,8.9,32,208,6,,,
2016,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.9,7.9,9.6,29,224,6,,,
2016,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.6,9.4,30,220,6,,,
2016,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.5,7.9,9.4,30,220,6,,,
2016,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.4,8.4,10.0,28,236,5,,,
2016,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.9,14.3,20,334,3,,,
2016,FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12.1,14.4,20,338,3,,,
2016,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.5,10.8,26,253,5,,,
2016,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.6,12.0,24,280,4,,,
2016,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.7,12.9,16.1,18,264,5,,,
2016,FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.1,11.3,25,265,5,,,
2016,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13.0,22,305,4,,,
2016,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.4,10.4,12.6,22,295,4,,,
2016,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.7,14.1,17.2,16,282,4,,,
2016,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.3,9.2,10.9,26,256,5,,,
2016,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13.5,9.8,11.9,24,278,4,,,
2016,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,9.8,11.2,25,263,5,,,
2016,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303,4,,,
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.2,9.6,11.6,24,272,4,,,
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.0,15.7,18,261,5,,,
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.3,10.6,13.2,21,309,4,,,
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.6,14.3,17.8,16,292,4,,,
2016,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,11.8,14.5,19,341,3,,,
2016,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.6,14.3,17.8,16,293,4,,,
2016,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,10.1,11.7,24,275,4,,,
2016,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303,4,,,
2016,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.7,12.3,23,288,4,,,
2016,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.6,11.7,13.8,20,324,3,,,
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.0,10.6,12.5,23,292,4,,,
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,19.1,14.3,16.9,17,278,4,,,
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.3,13.8,20,324,3,,,
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.6,15.1,18.7,15,306,4,,,
2016,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,12.4,14.8,19,347,3,,,
2016,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.8,15.3,18.8,15,310,4,,,
2016,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.7,6.4,7.6,37,180,7,,,
2016,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37,179,7,,,
2016,FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M5,X,7.5,5.5,6.6,43,153,8,,,
2016,FORD,FIESTA ST,COMPACT,1.6,4,M6,X,9.0,7.1,8.1,35,191,7,,,
2016,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22,298,4,,,
2016,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303,4,,,
2016,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322,3,,,
2016,FORD,FOCUS,COMPACT,1.0,3,AS6,X,8.5,5.9,7.3,39,171,8,,,
2016,FORD,FOCUS,COMPACT,1.0,3,M6,X,7.8,5.7,6.8,42,160,8,,,
2016,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,X,8.9,6.0,7.6,37,178,7,,,
2016,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,E,11.9,8.3,10.3,27,170,8,,,
2016,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,9.0,6.2,7.8,36,183,7,,,
2016,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,12.1,8.6,10.5,27,175,8,,,
2016,FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.2,6.6,8.0,35,188,7,,,
2016,FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,12.3,8.9,10.8,26,179,7,,,
2016,FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.1,9.3,10.9,26,255,5,,,
2016,FORD,FOCUS ST,MID-SIZE,2.0,4,M6,X,10.5,7.7,9.2,31,217,6,,,
2016,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,9.9,6.5,8.4,34,197,7,,,
2016,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.4,6.3,8.0,35,188,7,,,
2016,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32,210,6,,,
2016,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,6.9,8.9,32,209,6,,,
2016,FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,10.8,7.5,9.3,30,220,6,,,
2016,FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,5.4,5.7,5.5,51,130,9,,,
2016,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11.0,7.4,9.4,30,219,6,,,
2016,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,10.6,7.6,9.2,31,217,6,,,
2016,FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,X,12.6,8.5,10.7,26,253,5,,,
2016,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.6,8.4,11.2,25,264,5,,,
2016,FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,X,14.9,9.5,12.4,23,292,4,,,
2016,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.5,9.4,12.7,22,298,4,,,
2016,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.6,8.0,10.0,28,234,5,,,
2016,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,X,15.4,10.0,13.0,22,304,4,,,
2016,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,16.9,11.0,14.2,20,334,3,,,
2016,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.1,12.7,14.6,19,342,3,,,
2016,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.8,13.2,15.2,19,356,3,,,
2016,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,23.1,18.6,21.0,13,345,3,,,
2016,FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,11.8,8.1,10.1,28,237,5,,,
2016,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,13.1,8.7,11.1,25,260,5,,,
2016,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.6,11.6,14.9,19,248,5,,,
2016,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,23,293,4,,,
2016,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.8,12.4,23,291,4,,,
2016,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.3,16.3,17,271,4,,,
2016,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8.0,9.5,30,223,6,,,
2016,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.6,10.4,27,243,5,,,
2016,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.6,10.4,27,243,5,,,
2016,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.1,11.8,14.2,20,233,5,,,
2016,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.0,14.6,19,240,5,,,
2016,FORD,TRANSIT CONNECT WAGON LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.0,14.6,19,240,5,,,
2016,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315,4,,,
